Value,Row,Column
1.2559767961502075,0.0,0.0
-1.2267720699310303,1.0,0.0
-0.6406750082969666,2.0,0.0
-0.393885999917984,3.0,0.0
-0.9023900032043457,4.0,0.0
1.9480434656143188,5.0,0.0
0.8730858564376831,6.0,0.0
-0.49542415142059326,7.0,0.0
-3.0999093055725098,8.0,0.0
-4.457952499389648,9.0,0.0
1.6975913047790527,10.0,0.0
1.3167285919189453,11.0,0.0
-1.7459535598754883,12.0,0.0
4.7085371017456055,13.0,0.0
-0.4459998309612274,14.0,0.0
2.805711269378662,15.0,0.0
-1.4013088941574097,16.0,0.0
-3.8693528175354004,17.0,0.0
-0.9582517147064209,18.0,0.0
-0.4866900146007538,19.0,0.0
0.5939642786979675,20.0,0.0
-1.1049915552139282,21.0,0.0
3.8050146102905273,22.0,0.0
0.7340842485427856,23.0,0.0
1.7675024271011353,24.0,0.0
1.2931760549545288,25.0,0.0
1.1578612327575684,26.0,0.0
-2.6328890323638916,27.0,0.0
-2.843431234359741,28.0,0.0
-1.6489789485931396,29.0,0.0
0.581261157989502,30.0,0.0
2.4987399578094482,31.0,0.0
-1.2079448699951172,32.0,0.0
0.05902763828635216,33.0,0.0
-0.8450602293014526,34.0,0.0
-0.9837369322776794,35.0,0.0
-0.8741625547409058,36.0,0.0
-1.0977859497070312,37.0,0.0
-0.9514182806015015,38.0,0.0
-1.09926176071167,39.0,0.0
