PC1,PC2,customer_id,cluster
3904.9999999991273,0.02699261028147303,0,1
3903.9999999935303,-0.012614274638200095,1,1
3902.9999999943902,-0.012178613112489937,2,1
3901.99999999406,-0.0094364429622596,3,1
3900.9999999925863,-0.012991579541967191,4,1
3900.000000008234,0.004040319055586723,5,1
3898.9999999940364,-0.011579940171223898,6,1
3897.9999999984198,-0.01000181620913834,7,1
3897.000000033956,0.0598088763856391,8,1
3895.999999993402,-0.010401639253417402,9,1
3894.9999999977167,-0.011347894427882794,10,1
3893.9999999920187,-0.011970821010068088,11,1
3893.0000000027003,0.0008379170994962524,12,1
3891.9999999950473,-0.007061424190105546,13,1
3890.9999999952142,-0.010171762719080752,14,1
3889.99999999319,-0.012309985597634758,15,1
3888.9999999925562,-0.013174660747140486,16,1
3888.0000000007294,-0.005879934688670811,17,1
3886.999999991606,-0.01261463970697935,18,1
3885.9999999953443,-0.011622049792341677,19,1
3884.99999999132,-0.013676118870660644,20,1
3884.000000034583,0.08612547496632551,21,1
3882.999999998738,-0.009811108969109165,22,1
3882.000000004241,0.04324779805035274,23,1
3880.9999999946863,-0.010169517140573413,24,1
3880.000000006711,-0.0011192671995992499,25,1
3878.999999998662,-0.007437276100983528,26,1
3877.999999998921,-0.009380599121560182,27,1
3876.9999999946817,-0.011611139124456696,28,1
3875.9999999949096,-0.011621479238000835,29,1
3875.0000000023715,-0.00525729425177356,30,1
3873.9999999998035,-0.009261500182561807,31,1
3872.9999999951356,-0.009977165004181167,32,1
3871.9999999947263,0.03224221723834855,33,1
3871.0000000012124,-0.009370674161452246,34,1
3870.000000002805,-0.008563514484477196,35,1
3869.0000000337927,0.01802968710542501,36,1
3868.0000000023856,-0.00762017610215592,37,1
3866.999999996728,0.05078966500261936,38,1
3865.999999993772,-0.011745974695584414,39,1
3864.9999999958522,-0.011939101348194642,40,1
3864.000000005272,0.03884445527315618,41,1
3862.9999999965203,-0.007992823062291073,42,1
3861.999999994334,-0.010211931515232872,43,1
3860.9999999919014,-0.012987239895885024,44,1
3859.9999999965485,-0.010721951086862377,45,1
3858.9999999973784,0.032445520710810596,46,1
3858.0000000331224,0.008865858446030755,47,1
3856.999999996538,-0.01158927294217136,48,1
3856.000000030071,0.0043128809317969,49,1
3854.999999994539,-0.010581149349791132,50,1
3854.000000015171,0.001030532240202919,51,1
3852.999999991516,-0.013041380616760167,52,1
3852.000000001939,-0.0055923658635627085,53,1
3850.999999993906,-0.011572264306966265,54,1
3849.9999999914103,-0.012747956901128801,55,1
3848.9999999916986,-0.013175561438430352,56,1
3847.999999994177,-0.01073713034045352,57,1
3846.9999999929787,-0.012455030285434727,58,1
3845.999999993936,-0.010378938678701531,59,1
3844.999999995485,0.03205856277006643,60,1
3844.0000000000355,-0.005820926289328795,61,1
3842.999999996007,0.012939142155764303,62,1
3842.000000011266,-0.004674795185063266,63,1
3840.99999999542,-0.011811945771372004,64,1
3840.0000000025066,-0.005555081395495752,65,1
