Value,Row,Column
1.3515735284480974e-38,2.0,33.0
1.5247430499425832e-38,2.0,34.0
1.4590967010440513e-38,2.0,35.0
1.2409634354650823e-38,2.0,36.0
1.302294906132265e-38,2.0,37.0
1.3455396773905611e-38,2.0,38.0
1.2081653442583278e-38,2.0,39.0
1.3663919794486394e-38,2.0,40.0
1.1791359051415284e-38,2.0,41.0
1.3718518586551882e-38,2.0,42.0
1.221816093248548e-38,2.0,43.0
1.2190395604713348e-38,2.0,44.0
1.3207079679534932e-38,2.0,45.0
1.2318627025885247e-38,2.0,46.0
1.3056015501185324e-38,2.0,47.0
1.2907989337906372e-38,2.0,48.0
1.2582364008557357e-38,2.0,49.0
-6.796191053292074e-39,2.0,50.0
1.2276980435525514e-38,2.0,51.0
6.955372953645516e-39,2.0,52.0
1.327422709934845e-38,2.0,53.0
1.2204485660772134e-38,2.0,54.0
1.4143899550979252e-38,2.0,55.0
1.3911180309814973e-38,2.0,56.0
1.3763235421846952e-38,2.0,57.0
1.3070390020832368e-38,2.0,58.0
-1.2258791581458578e-38,2.0,59.0
1.5911839350703872e-38,2.0,60.0
1.2986844606389322e-38,2.0,61.0
1.4323787037441558e-38,2.0,62.0
1.3768622013143816e-38,2.0,63.0
1.1748424667766836e-38,3.0,0.0
1.2012643697110673e-38,3.0,1.0
1.352368204807216e-38,3.0,2.0
1.2184074347340778e-38,3.0,3.0
1.2375203050083898e-38,3.0,4.0
1.3852423865205833e-38,3.0,5.0
1.2171983944190584e-38,3.0,6.0
1.428161776275463e-38,3.0,7.0
1.3236427073273287e-38,3.0,8.0
1.2720246172253062e-38,3.0,9.0
1.1605352094559272e-38,3.0,10.0
1.2608038599020716e-38,3.0,11.0
1.2351909265711426e-38,3.0,12.0
1.3768456659925026e-38,3.0,13.0
-1.0674773606475055e-38,3.0,14.0
1.3418091406188356e-38,3.0,15.0
1.3010606424448878e-38,3.0,16.0
-1.1243560653144498e-38,3.0,17.0
1.0995310821100106e-38,3.0,18.0
1.4275730907906003e-38,3.0,19.0
1.4387020630644215e-38,3.0,20.0
1.3276315034060293e-38,3.0,21.0
1.1529920198224667e-38,3.0,22.0
1.3034047345160104e-38,3.0,23.0
1.1268795235890059e-38,3.0,24.0
1.4777894620387587e-38,3.0,25.0
-1.0336235311777286e-38,3.0,26.0
1.2694750947993136e-38,3.0,27.0
1.4051024291360732e-38,3.0,28.0
1.220313621035099e-38,3.0,29.0
1.2922314812107164e-38,3.0,30.0
7.463934994915207e-39,3.0,31.0
2.556035661254754e-38,3.0,32.0
1.4182862654779804e-38,3.0,33.0
1.4304953586081032e-38,3.0,34.0
1.326284154932581e-38,3.0,35.0
1.1989309275082736e-38,3.0,36.0
1.2487505911611817e-38,3.0,37.0
1.207048229122568e-38,3.0,38.0
1.151044775476441e-38,3.0,39.0
1.3884149262438147e-38,3.0,40.0
1.0669375804790476e-38,3.0,41.0
1.4255426093157936e-38,3.0,42.0
-1.1936585420362515e-38,3.0,43.0
1.1506613802166017e-38,3.0,44.0
1.2026552985667561e-38,3.0,45.0
1.2841227275170545e-38,3.0,46.0
1.273142433010298e-38,3.0,47.0
1.1299018441168617e-38,3.0,48.0
1.213053773951125e-38,3.0,49.0
2.8182698914537215e-38,3.0,50.0
-1.0622257143927554e-38,3.0,51.0
6.35286506073056e-39,3.0,52.0
1.2749502481591235e-38,3.0,53.0
-1.1088396275488275e-38,3.0,54.0
1.352933908997264e-38,3.0,55.0
1.3711322918937574e-38,3.0,56.0
1.3600054215676327e-38,3.0,57.0
1.3752142743203356e-38,3.0,58.0
1.1680366403951508e-38,3.0,59.0
6.487797491158861e-39,3.0,60.0
1.2392468448462844e-38,3.0,61.0
1.4860327403849958e-38,3.0,62.0
1.268165581384402e-38,3.0,63.0
1.2735509115126487e-38,4.0,0.0
1.2158346507535775e-38,4.0,1.0
1.4078116995869988e-38,4.0,2.0
1.196841171108426e-38,4.0,3.0
1.4149981186314422e-38,4.0,4.0
1.4564862221348606e-38,4.0,5.0
1.3176225889947428e-38,4.0,6.0
1.3143312191617367e-38,4.0,7.0
1.4848136107210332e-38,4.0,8.0
1.3480894800762466e-38,4.0,9.0
1.4306926614318802e-38,4.0,10.0
1.3746435254558161e-38,4.0,11.0
1.282716664637951e-38,4.0,12.0
1.539375408507063e-38,4.0,13.0
-1.259995871207542e-38,4.0,14.0
-1.09771443878086e-38,4.0,15.0
1.3242945913729326e-38,4.0,16.0
-2.3652648501394234e-38,4.0,17.0
1.1759461294471858e-38,4.0,18.0
1.2909879689534746e-38,4.0,19.0
1.3599119549600622e-38,4.0,20.0
1.340130525188421e-38,4.0,21.0
1.2171608396202145e-38,4.0,22.0
1.2542152347825092e-38,4.0,23.0
1.3237521487373925e-38,4.0,24.0
1.3231948523381305e-38,4.0,25.0
-1.1287872513183377e-38,4.0,26.0
1.1827560195942651e-38,4.0,27.0
1.277836082216554e-38,4.0,28.0
1.1862826674394314e-38,4.0,29.0
1.4870300445020558e-38,4.0,30.0
7.974533122853563e-39,4.0,31.0
-5.640660721431329e-40,4.0,32.0
1.2856383719360682e-38,4.0,33.0
1.367924439449225e-38,4.0,34.0
1.3849020111235988e-38,4.0,35.0
1.2098562911152285e-38,4.0,36.0
1.3076195600370066e-38,4.0,37.0
1.3053368448386214e-38,4.0,38.0
1.3759702748418389e-38,4.0,39.0
1.3708263884389953e-38,4.0,40.0
9.940189129402092e-39,4.0,41.0
1.3786136842649412e-38,4.0,42.0
-1.1314949803409526e-38,4.0,43.0
1.3730473063751037e-38,4.0,44.0
1.2930262976996815e-38,4.0,45.0
1.227815192104169e-38,4.0,46.0
1.3168570596436822e-38,4.0,47.0
1.206378128196928e-38,4.0,48.0
1.2912442664425996e-38,4.0,49.0
2.465648547189489e-38,4.0,50.0
1.1417415549717885e-38,4.0,51.0
6.258843538968222e-39,4.0,52.0
1.3938951242780962e-38,4.0,53.0
1.2227880338634037e-38,4.0,54.0
1.3108778592262546e-38,4.0,55.0
1.498759753427533e-38,4.0,56.0
1.5245488299754278e-38,4.0,57.0
1.3900964844010045e-38,4.0,58.0
-1.2291160174686017e-38,4.0,59.0
1.5913200011512731e-38,4.0,60.0
1.2532432941676535e-38,4.0,61.0
1.4231971159462067e-38,4.0,62.0
1.2622457960218619e-38,4.0,63.0
1.1906303360548456e-38,5.0,0.0
1.1936310765863508e-38,5.0,1.0
1.3941592690386214e-38,5.0,2.0
1.1777731423849725e-38,5.0,3.0
1.2862627905317713e-38,5.0,4.0
1.4478819693042134e-38,5.0,5.0
1.3021057308395813e-38,5.0,6.0
1.3440486958245195e-38,5.0,7.0
1.4315970594607554e-38,5.0,8.0
1.2977254119699483e-38,5.0,9.0
1.2647853692287577e-38,5.0,10.0
1.3167717205672048e-38,5.0,11.0
1.2839432211837745e-38,5.0,12.0
1.36592296485263e-38,5.0,13.0
1.2506894277164215e-38,5.0,14.0
1.5772069637976722e-38,5.0,15.0
1.3593901114119476e-38,5.0,16.0
1.2781243293106657e-39,5.0,17.0
1.1391141203511795e-38,5.0,18.0
1.434132008382719e-38,5.0,19.0
1.474284394189943e-38,5.0,20.0
1.489183840241723e-38,5.0,21.0
-1.186257303937227e-38,5.0,22.0
-1.313310653490169e-38,5.0,23.0
-1.181963445182843e-38,5.0,24.0
1.3081132374859882e-38,5.0,25.0
-1.1364662267729913e-38,5.0,26.0
1.2364670890826032e-38,5.0,27.0
1.2806690873218795e-38,5.0,28.0
1.2051965533318092e-38,5.0,29.0
1.4000747103759222e-38,5.0,30.0
9.519153591512593e-39,5.0,31.0
3.729135473261203e-39,5.0,32.0
1.4000787741414688e-38,5.0,33.0
1.4241142657911073e-38,5.0,34.0
1.3198632652391982e-38,5.0,35.0
1.3333352085453706e-38,5.0,36.0
1.1832767421036082e-38,5.0,37.0
1.3130082532815676e-38,5.0,38.0
-1.5527517832579683e-38,5.0,39.0
1.3653574007924284e-38,5.0,40.0
1.1515370516269583e-38,5.0,41.0
1.3521923418499432e-38,5.0,42.0
-1.2356860053185886e-38,5.0,43.0
1.3085161107944816e-38,5.0,44.0
1.3664450886604374e-38,5.0,45.0
1.20532379123237e-38,5.0,46.0
1.3983153801539624e-38,5.0,47.0
1.2399145635645351e-38,5.0,48.0
1.305639665436762e-38,5.0,49.0
-2.240423029822879e-38,5.0,50.0
1.2703632377660027e-38,5.0,51.0
7.167336161956217e-39,5.0,52.0
1.2689266265803768e-38,5.0,53.0
-1.1578403723791842e-38,5.0,54.0
1.4482255676876658e-38,5.0,55.0
1.4124780234732005e-38,5.0,56.0
1.3753259578079423e-38,5.0,57.0
1.3366935604449714e-38,5.0,58.0
1.1654048617493024e-38,5.0,59.0
-1.7708902336412554e-38,5.0,60.0
1.3058302420279102e-38,5.0,61.0
1.4880326735532802e-38,5.0,62.0
1.2466068847704576e-38,5.0,63.0
-1.1130398795657947e-38,6.0,0.0
-1.3549464538517272e-38,6.0,1.0
-1.32301969003009e-38,6.0,2.0
-1.2217741944244646e-38,6.0,3.0
-1.3749916079943544e-38,6.0,4.0
-1.411954918756468e-38,6.0,5.0
-1.2136249432051837e-38,6.0,6.0
-1.4003817348694558e-38,6.0,7.0
-1.4083827287112112e-38,6.0,8.0
-1.4298303023569347e-38,6.0,9.0
1.2698960448579968e-38,6.0,10.0
-1.4011986918741571e-38,6.0,11.0
-1.3816763621885695e-38,6.0,12.0
-1.3774919448442492e-38,6.0,13.0
1.1244083337471691e-38,6.0,14.0
-1.1353517741043138e-38,6.0,15.0
-1.2708550935269807e-38,6.0,16.0
2.3930565223226846e-38,6.0,17.0
-1.2469633750997818e-38,6.0,18.0
-1.244265034776878e-38,6.0,19.0
-1.370640296002933e-38,6.0,20.0
-1.372926514447479e-38,6.0,21.0
1.0340509272093477e-38,6.0,22.0
1.152824284396287e-38,6.0,23.0
1.1172987058585707e-38,6.0,24.0
-1.3886991095723798e-38,6.0,25.0
-1.2181595450357388e-38,6.0,26.0
-1.1188528859853534e-38,6.0,27.0
-1.3438792788401827e-38,6.0,28.0
-1.271672050531682e-38,6.0,29.0
-1.454661171014924e-38,6.0,30.0
-8.21555926131436e-39,6.0,31.0
-1.0586431547388625e-39,6.0,32.0
-1.344393275116897e-38,6.0,33.0
-1.404151087608643e-38,6.0,34.0
-1.3641850744971743e-38,6.0,35.0
-1.2454578200297112e-38,6.0,36.0
-1.258318516945745e-38,6.0,37.0
-1.2684660197751533e-38,6.0,38.0
1.1288444242956822e-38,6.0,39.0
-1.303515437094692e-38,6.0,40.0
-1.1833567562459212e-38,6.0,41.0
-1.3084173192527467e-38,6.0,42.0
-1.1520021425872677e-38,6.0,43.0
-1.3371229182944406e-38,6.0,44.0
-1.4249123052665403e-38,6.0,45.0
-1.2826307650420878e-38,6.0,46.0
-1.3285632267549588e-38,6.0,47.0
-1.248184326451748e-38,6.0,48.0
-1.3874935725035211e-38,6.0,49.0
3.3491207058372704e-38,6.0,50.0
1.0916442940930977e-38,6.0,51.0
-7.00605651780168e-39,6.0,52.0
-1.2395339709016245e-38,6.0,53.0
1.2831186971673657e-38,6.0,54.0
-1.3214748986030182e-38,6.0,55.0
-1.4286611990481485e-38,6.0,56.0
-1.36950916788253e-38,6.0,57.0
-1.383082425067673e-38,6.0,58.0
-1.1745184865717317e-38,6.0,59.0
-9.676468962311554e-39,6.0,60.0
-1.3131073250829954e-38,6.0,61.0
-1.5083108636305246e-38,6.0,62.0
-1.3662295689566242e-38,6.0,63.0
-1.3108897702632014e-38,7.0,0.0
-1.3637722519695842e-38,7.0,1.0
-1.3711322918937574e-38,7.0,2.0
-1.3355090428530777e-38,7.0,3.0
-1.260956881694376e-38,7.0,4.0
-1.2809884432418991e-38,7.0,5.0
-1.3049939471044012e-38,7.0,6.0
-1.3123458594974813e-38,7.0,7.0
-1.3013678070682678e-38,7.0,8.0
-1.379664377853492e-38,7.0,9.0
1.1773341155760996e-38,7.0,10.0
-1.2140606068977423e-38,7.0,11.0
-1.348045199044774e-38,7.0,12.0
-1.406250653097741e-38,7.0,13.0
1.346281945187114e-38,7.0,14.0
-1.2208112221197806e-38,7.0,15.0
-1.2498367376008799e-38,7.0,16.0
6.840629030192743e-39,7.0,17.0
-1.0795747702900216e-38,7.0,18.0
-1.4019569344732033e-38,7.0,19.0
-1.399900949366346e-38,7.0,20.0
-1.3420748268076716e-38,7.0,21.0
1.0414607132290045e-38,7.0,22.0
-1.2521497208460944e-38,7.0,23.0
1.254108876229067e-38,7.0,24.0
-1.45820001015673e-38,7.0,25.0
-1.253899241978804e-38,7.0,26.0
-1.1775164245063082e-38,7.0,27.0
-1.3880818375988447e-38,7.0,28.0
-1.3373691264346224e-38,7.0,29.0
-1.3356863071088148e-38,7.0,30.0
-8.021428977260657e-39,7.0,31.0
-4.2809555981246016e-39,7.0,32.0
-1.4417982320213472e-38,7.0,33.0
-1.5256562761517837e-38,7.0,34.0
-1.345324157686748e-38,7.0,35.0
-1.2479182198733728e-38,7.0,36.0
-1.1872637164943052e-38,7.0,37.0
-1.393923290377229e-38,7.0,38.0
1.2797387652714143e-38,7.0,39.0
-1.256244455088698e-38,7.0,40.0
-1.0163338903353498e-38,7.0,41.0
-1.2932663401266203e-38,7.0,42.0
1.1487612194989772e-38,7.0,43.0
-1.3249785651533695e-38,7.0,44.0
-1.3179321358255122e-38,7.0,45.0
-1.1548453771713827e-38,7.0,46.0
-1.315132902013177e-38,7.0,47.0
-1.130282016390233e-38,7.0,48.0
-1.3776977955886585e-38,7.0,49.0
-1.5176866713956291e-38,7.0,50.0
-1.2009977026133063e-38,7.0,51.0
-6.941530927414915e-39,7.0,52.0
-1.2722287864115583e-38,7.0,53.0
-1.2592564060079177e-38,7.0,54.0
-1.3376093089914077e-38,7.0,55.0
-1.3156677776370097e-38,7.0,56.0
-1.4339866937319685e-38,7.0,57.0
-1.3717048624462806e-38,7.0,58.0
1.197348861542051e-38,7.0,59.0
-1.2364902105072646e-38,7.0,60.0
-1.2798697866778286e-38,7.0,61.0
-1.474061167344576e-38,7.0,62.0
-1.3010365401113014e-38,7.0,63.0
-1.287159901808632e-38,8.0,0.0
-1.2478052752171482e-38,8.0,1.0
-1.353541792271088e-38,8.0,2.0
-1.1894980868956711e-38,8.0,3.0
-1.412986274426211e-38,8.0,4.0
-1.3910881833242072e-38,8.0,5.0
-1.3074647165566987e-38,8.0,6.0
-1.34736739097758e-38,8.0,7.0
-1.345232793026874e-38,8.0,8.0
-1.368024211899885e-38,8.0,9.0
-1.4084571376596668e-38,8.0,10.0
-1.3243810514881814e-38,8.0,11.0
-1.2995930625632004e-38,8.0,12.0
-1.4856710652513536e-38,8.0,13.0
1.2502987457045678e-38,8.0,14.0
1.1445407887841238e-38,8.0,15.0
-1.4116767610112995e-38,8.0,16.0
-2.156894010571866e-39,8.0,17.0
-1.1305254219334862e-38,8.0,18.0
-1.4116668117922028e-38,8.0,19.0
-1.465493908793387e-38,8.0,20.0
-1.3830183857278534e-38,8.0,21.0
-9.901055067188893e-39,8.0,22.0
1.3084431031444903e-38,8.0,23.0
1.9325025460512223e-38,8.0,24.0
-1.4023097814265203e-38,8.0,25.0
-1.2675760551204606e-38,8.0,26.0
-1.1966029503694908e-38,8.0,27.0
-1.318457622749634e-38,8.0,28.0
-1.350647410293025e-38,8.0,29.0
-1.3413469923853013e-38,8.0,30.0
-7.736795831888536e-39,8.0,31.0
6.662137237000905e-40,8.0,32.0
-1.4606868945413671e-38,8.0,33.0
-1.5280097569226172e-38,8.0,34.0
-1.3290455536863794e-38,8.0,35.0
-1.245694919729875e-38,8.0,36.0
-1.2371356485799326e-38,8.0,37.0
-1.3890200069207102e-38,8.0,38.0
-1.0800182812539804e-38,8.0,39.0
-1.4032351989323604e-38,8.0,40.0
-9.964688030453883e-39,8.0,41.0
-1.4005660056175145e-38,8.0,42.0
-1.2081370380293484e-38,8.0,43.0
-1.2729054734399807e-38,8.0,44.0
-1.375367996761872e-38,8.0,45.0
-1.3699414684587742e-38,8.0,46.0
-1.3215543522259454e-38,8.0,47.0
-1.1164493788593434e-38,8.0,48.0
-1.42141606559805e-38,8.0,49.0
2.949081383358136e-38,8.0,50.0
-1.1964804768837088e-38,8.0,51.0
-7.690325972214596e-39,8.0,52.0
-1.3097331385107477e-38,8.0,53.0
1.4326134212369302e-38,8.0,54.0
-1.4527647938031532e-38,8.0,55.0
-1.4209785802174877e-38,8.0,56.0
-1.463670399101761e-38,8.0,57.0
-1.3098954088729165e-38,8.0,58.0
1.2252408666953578e-38,8.0,59.0
2.7286260260939343e-38,8.0,60.0
-1.2437028338329908e-38,8.0,61.0
-1.5315627491789128e-38,8.0,62.0
-1.1861634169401174e-38,8.0,63.0
1.336406994909017e-38,9.0,0.0
1.3335580150011982e-38,9.0,1.0
1.3087480256903273e-38,9.0,2.0
1.348077288779607e-38,9.0,3.0
1.2584018942043724e-38,9.0,4.0
1.3559214773232044e-38,9.0,5.0
1.3485692846704314e-38,9.0,6.0
1.3117025233725098e-38,9.0,7.0
1.4639070784123856e-38,9.0,8.0
1.431467299222959e-38,9.0,9.0
1.1108398409768048e-38,9.0,10.0
1.3590463728986488e-38,9.0,11.0
1.3035479472190644e-38,9.0,12.0
1.4242709309594188e-38,9.0,13.0
1.2470150830131154e-38,9.0,14.0
1.0750169069049587e-38,9.0,15.0
1.3214332800386277e-38,9.0,16.0
-1.493044137251245e-38,9.0,17.0
1.1381822568724035e-38,9.0,18.0
1.296268201696897e-38,9.0,19.0
1.4211998452450046e-38,9.0,20.0
1.5010337805754394e-38,9.0,21.0
-1.2980107163372849e-38,9.0,22.0
-1.2236180229438232e-38,9.0,23.0
-1.3338929253341719e-38,9.0,24.0
1.4843227358689803e-38,9.0,25.0
-1.2481533577556865e-38,9.0,26.0
1.143752558397941e-38,9.0,27.0
1.2532011150838773e-38,9.0,28.0
1.1443835630964265e-38,9.0,29.0
1.3913897427537299e-38,9.0,30.0
7.37794291335345e-39,9.0,31.0
1.555889710909131e-39,9.0,32.0
1.3130669676872229e-38,9.0,33.0
1.464174866548918e-38,9.0,34.0
1.3601074360958355e-38,9.0,35.0
1.296866976530703e-38,9.0,36.0
1.385482709207215e-38,9.0,37.0
1.294772876105616e-38,9.0,38.0
1.1420590892038045e-38,9.0,39.0
1.416047831311068e-38,9.0,40.0
1.141301687383837e-38,9.0,41.0
1.36912423119438e-38,9.0,42.0
1.070297754066652e-38,9.0,43.0
1.2719991135932554e-38,9.0,44.0
1.2716251070331271e-38,9.0,45.0
1.1950718916673695e-38,9.0,46.0
1.3980655286377733e-38,9.0,47.0
1.2455518471566674e-38,9.0,48.0
1.3815383342898335e-38,9.0,49.0
7.81009214936351e-39,9.0,50.0
1.342476438947547e-38,9.0,51.0
7.854729110646112e-39,9.0,52.0
1.4137880974074977e-38,9.0,53.0
-1.1755903397670938e-38,9.0,54.0
1.4116609263386527e-38,9.0,55.0
1.3299248684727433e-38,9.0,56.0
1.498028415759002e-38,9.0,57.0
1.4526620786257182e-38,9.0,58.0
-1.2715415896446534e-38,9.0,59.0
1.2017492189797237e-38,9.0,60.0
1.3086067748051234e-38,9.0,61.0
1.4827650524960368e-38,9.0,62.0
1.2304908313919507e-38,9.0,63.0
1.1370977919908625e-38,10.0,0.0
1.221092602851417e-38,10.0,1.0
1.3373814578611085e-38,10.0,2.0
1.2207253225239175e-38,10.0,3.0
1.2763734068794918e-38,10.0,4.0
1.3396343254022035e-38,10.0,5.0
1.3852341188596438e-38,10.0,6.0
1.3975672269038594e-38,10.0,7.0
1.3636223130339014e-38,10.0,8.0
1.2619777276256365e-38,10.0,9.0
1.1072994604066881e-38,10.0,10.0
1.363867119875619e-38,10.0,11.0
1.4338325509008928e-38,10.0,12.0
1.5684188606085055e-38,10.0,13.0
-1.2920906507150518e-38,10.0,14.0
1.0539698243603393e-38,10.0,15.0
1.213849571349015e-38,10.0,16.0
-1.7901519218124786e-38,10.0,17.0
1.0585559939743815e-38,10.0,18.0
1.3914491578086172e-38,10.0,19.0
1.377973010607052e-38,10.0,20.0
1.4600500043893315e-38,10.0,21.0
-1.0608478176127848e-38,10.0,22.0
1.2000186153762826e-38,10.0,23.0
1.2740119387074116e-38,10.0,24.0
1.5234385812021432e-38,10.0,25.0
1.0957244548316723e-38,10.0,26.0
1.2865350628233896e-38,10.0,27.0
1.3112754076005836e-38,10.0,28.0
1.3297272853892735e-38,10.0,29.0
1.4691026727285627e-38,10.0,30.0
7.710106701337005e-39,10.0,31.0
1.3878530055596205e-39,10.0,32.0
1.4098619393701525e-38,10.0,33.0
1.3638116284564317e-38,10.0,34.0
1.4078421077636747e-38,10.0,35.0
1.3393016571467728e-38,10.0,36.0
1.1979654328663538e-38,10.0,37.0
1.3590154042025872e-38,10.0,38.0
-1.1732832419754294e-38,10.0,39.0
1.4206599249467002e-38,10.0,40.0
1.0543606465020395e-38,10.0,41.0
1.3027056267121587e-38,10.0,42.0
1.2197060180209676e-38,10.0,43.0
1.3659242260212478e-38,10.0,44.0
1.3014026994000295e-38,10.0,45.0
1.3448311808869985e-38,10.0,46.0
1.2843971017563693e-38,10.0,47.0
1.2292714214682953e-38,10.0,48.0
1.3886402550368781e-38,10.0,49.0
3.63195962865567e-39,10.0,50.0
1.1429934750198163e-38,10.0,51.0
7.587882646681666e-39,10.0,52.0
1.320546538370403e-38,10.0,53.0
