Value,Row,Column
-1.318074647879334e-38,7.0,5.0
-1.3680327598205174e-38,7.0,6.0
-1.3268993249584196e-38,7.0,7.0
-1.3602957706094408e-38,7.0,8.0
-1.304963118538186e-38,7.0,9.0
-1.314995855023366e-38,7.0,10.0
-1.3610101525665536e-38,7.0,11.0
-1.4326879703152323e-38,7.0,12.0
-1.3541027320463572e-38,7.0,13.0
-1.4328530432743297e-38,7.0,14.0
-1.4104090062906249e-38,7.0,15.0
-1.3773403243504092e-38,8.0,0.0
-1.412590968129425e-38,8.0,1.0
-2.029660734296105e-38,8.0,2.0
-1.2493929463772282e-38,8.0,3.0
-1.1906831650069506e-38,8.0,4.0
-1.3121708373192871e-38,8.0,5.0
-1.3700293298724874e-38,8.0,6.0
-1.4306493613093325e-38,8.0,7.0
-1.4454542197147707e-38,8.0,8.0
-1.3712051594139023e-38,8.0,9.0
-1.299236852493569e-38,8.0,10.0
1.2298718778602585e-38,8.0,11.0
-1.4630641973860942e-38,8.0,12.0
-1.4295587307145485e-38,8.0,13.0
-1.2757185801071128e-38,8.0,14.0
-1.2410846477822464e-38,8.0,15.0
-1.3981462434293184e-38,9.0,0.0
-1.3173819860484183e-38,9.0,1.0
-1.1404812271329748e-38,9.0,2.0
-1.433450276679825e-38,9.0,3.0
-1.3961820433718743e-38,9.0,4.0
-1.4179632661819535e-38,9.0,5.0
-1.3359873060189517e-38,9.0,6.0
-1.3567395553666772e-38,9.0,7.0
-1.3973106491550415e-38,9.0,8.0
-1.3936461135409857e-38,9.0,9.0
-1.320220596347601e-38,9.0,10.0
1.4876359659580299e-38,9.0,11.0
-1.388523246615107e-38,9.0,12.0
-1.403386399036661e-38,9.0,13.0
-1.3802066803591857e-38,9.0,14.0
-1.423374800591483e-38,9.0,15.0
-1.4502226982590216e-38,10.0,0.0
-1.341142122549817e-38,10.0,1.0
1.4809524729324326e-38,10.0,2.0
-1.3265578285226636e-38,10.0,3.0
-1.356779352243064e-38,10.0,4.0
-1.2845611938065417e-38,10.0,5.0
-1.3320991231699897e-38,10.0,6.0
-1.3528241873275073e-38,10.0,7.0
-1.3505102231733677e-38,10.0,8.0
-1.2958890103324507e-38,10.0,9.0
-1.2450116465986702e-38,10.0,10.0
2.796748469378928e-38,10.0,11.0
-1.319231700021327e-38,10.0,12.0
-1.3528461877133972e-38,10.0,13.0
-1.4498678894878545e-38,10.0,14.0
-1.3918963121485833e-38,10.0,15.0
-1.364707898954214e-38,11.0,0.0
-1.3162416093581507e-38,11.0,1.0
-1.4309795072275275e-38,11.0,2.0
-1.3054597387139427e-38,11.0,3.0
-1.3805400492638485e-38,11.0,4.0
-1.3724912711444596e-38,11.0,5.0
-1.4032968560647907e-38,11.0,6.0
-1.2396435524415347e-38,11.0,7.0
-1.4059106980902958e-38,11.0,8.0
-1.2328295985289089e-38,11.0,9.0
-1.2579754790816784e-38,11.0,10.0
1.1479581353490727e-38,11.0,11.0
-1.323770505747275e-38,11.0,12.0
-1.2590097774781966e-38,11.0,13.0
-1.373188697390154e-38,11.0,14.0
-1.3657312672227103e-38,11.0,15.0
8.933145988015062e-39,12.0,0.0
-9.216286750522678e-39,12.0,1.0
-8.302118868754168e-39,12.0,2.0
1.3108964964958301e-39,12.0,3.0
6.131155821600481e-39,12.0,4.0
8.776101067819716e-39,12.0,5.0
2.470655947121907e-39,12.0,6.0
1.1356826206717409e-38,12.0,7.0
-1.2797929955219836e-38,12.0,8.0
-5.6634920773105736e-39,12.0,9.0
-4.143816122614989e-39,12.0,10.0
-9.665105833064345e-40,12.0,11.0
4.673368213581802e-39,12.0,12.0
1.2875166723976492e-38,12.0,13.0
2.489343663442143e-38,12.0,14.0
1.6282792481478402e-38,12.0,15.0
1.3636430522511735e-38,13.0,0.0
-1.0880484221037938e-38,13.0,1.0
-1.2195356201277058e-38,13.0,2.0
1.2124491136637687e-38,13.0,3.0
-1.1913014178894107e-38,13.0,4.0
-1.211273704511893e-38,13.0,5.0
1.324408797197775e-38,13.0,6.0
1.5247398269561152e-38,13.0,7.0
-1.3167799882281443e-38,13.0,8.0
1.1693954795160066e-38,13.0,9.0
-1.566304161095993e-38,13.0,10.0
-1.1517584567843216e-38,13.0,11.0
1.1274841838763621e-38,13.0,12.0
1.2607755536730923e-38,13.0,13.0
1.6973331345220707e-38,13.0,14.0
1.1147435782387208e-38,13.0,15.0
-1.3168706522387861e-38,14.0,0.0
-1.263430734003295e-38,14.0,1.0
1.308637743501185e-38,14.0,2.0
-1.2737178061597498e-38,14.0,3.0
-1.3165724559255778e-38,14.0,4.0
-1.2663719193500663e-38,14.0,5.0
-1.2721358803233735e-38,14.0,6.0
-1.3592115859875927e-38,14.0,7.0
-1.4494900994218726e-38,14.0,8.0
-1.3177049853444451e-38,14.0,9.0
-1.4419631648505982e-38,14.0,10.0
1.3368257028901573e-38,14.0,11.0
-1.4123352311596858e-38,14.0,12.0
-1.3364500147718718e-38,14.0,13.0
-1.2503587212788409e-38,14.0,14.0
-1.4369805679009985e-38,14.0,15.0
-1.2100093129075328e-38,15.0,0.0
-1.0689477431261215e-38,15.0,1.0
-1.254351581123088e-38,15.0,2.0
-9.542726234279465e-39,15.0,3.0
1.1704992823163553e-38,15.0,4.0
1.3124914544079247e-38,15.0,5.0
-1.0918624762639931e-38,15.0,6.0
-1.22240519912295e-38,15.0,7.0
-1.2142464190741117e-38,15.0,8.0
-7.712659867139005e-39,15.0,9.0
1.3788188343601184e-38,15.0,10.0
1.9180875288785593e-39,15.0,11.0
-1.6217605478216476e-38,15.0,12.0
-1.1550519285650242e-38,15.0,13.0
1.2725027402613338e-38,15.0,14.0
-1.9391762299875692e-38,15.0,15.0
-1.2963782036263464e-38,16.0,0.0
-1.422718992910179e-38,16.0,1.0
1.2535423312599404e-38,16.0,2.0
-1.4013749752209692e-38,16.0,3.0
-1.381137002409651e-38,16.0,4.0
-1.368362485349173e-38,16.0,5.0
-1.418202187570121e-38,16.0,6.0
-1.2791419522554583e-38,16.0,7.0
-1.3900695794704894e-38,16.0,8.0
-1.3031286787185384e-38,16.0,9.0
-1.4516743033382156e-38,16.0,10.0
-1.1862142840743724e-38,16.0,11.0
-1.3992308484407058e-38,16.0,12.0
-1.432291262719982e-38,16.0,13.0
-1.2645683080966338e-38,16.0,14.0
-1.257080750012207e-38,16.0,15.0
-1.3587455141183582e-38,17.0,0.0
-1.2227179689401874e-38,17.0,1.0
1.0821797841352015e-38,17.0,2.0
-1.418935767316195e-38,17.0,3.0
-1.245805762438403e-38,17.0,4.0
-1.2544809209713452e-38,17.0,5.0
-1.3940637004833545e-38,17.0,6.0
-1.3475316231575989e-38,17.0,7.0
-1.463563480028933e-38,17.0,8.0
-1.3720554673220546e-38,17.0,9.0
-1.4328510814564797e-38,17.0,10.0
-1.2661208066652593e-38,17.0,11.0
-1.4145069635196964e-38,17.0,12.0
-1.3951115914749766e-38,17.0,13.0
-1.375825520710474e-38,17.0,14.0
-1.3296269524192278e-38,17.0,15.0
1.346918274819764e-38,18.0,0.0
1.220551141124802e-38,18.0,1.0
1.4519775443258955e-38,18.0,2.0
-1.2238137843392894e-38,18.0,3.0
-1.2004356417992656e-38,18.0,4.0
-1.284277150607823e-38,18.0,5.0
-1.2979278995980433e-38,18.0,6.0
1.2761346256211708e-38,18.0,7.0
-1.3018122989411517e-38,18.0,8.0
-1.2135648275010641e-38,18.0,9.0
-1.6071853622345123e-38,18.0,10.0
2.0813942913915878e-38,18.0,11.0
-1.393539334598004e-38,18.0,12.0
1.2707094986165373e-38,18.0,13.0
1.1804427560893577e-38,18.0,14.0
1.1673591125876498e-38,18.0,15.0
1.1429554998314331e-38,19.0,0.0
-1.1925247514487663e-38,19.0,1.0
7.703167471341669e-39,19.0,2.0
-1.2416549762572266e-38,19.0,3.0
1.1965407327176748e-38,19.0,4.0
-1.2405380012513132e-38,19.0,5.0
5.211919443286508e-40,19.0,6.0
-1.1869407171982783e-38,19.0,7.0
-1.1314211319118827e-38,19.0,8.0
-1.389456091002808e-39,19.0,9.0
1.1761414704531127e-38,19.0,10.0
2.2646335436507117e-38,19.0,11.0
1.0852148564790826e-38,19.0,12.0
1.2132891920931314e-38,19.0,13.0
-1.2304869077562506e-38,19.0,14.0
1.2757323128320632e-38,19.0,15.0
-1.3687924037180279e-38,20.0,0.0
-1.4307016297420518e-38,20.0,1.0
1.3096850739734213e-38,20.0,2.0
-1.344082186857817e-38,20.0,3.0
-1.2803920506154825e-38,20.0,4.0
-1.3410486559422465e-38,20.0,5.0
-1.2845754870508778e-38,20.0,6.0
-1.3284232370383728e-38,20.0,7.0
-1.3018928736028503e-38,20.0,8.0
-1.4526793145968294e-38,20.0,9.0
-1.3575186773128418e-38,20.0,10.0
-1.3297164953910982e-38,20.0,11.0
-1.420292084099815e-38,20.0,12.0
-1.4383971405185844e-38,20.0,13.0
-1.353005515348791e-38,20.0,14.0
-1.413404842277505e-38,20.0,15.0
1.1877387566737113e-38,21.0,0.0
-1.0795027435489553e-38,21.0,1.0
-1.1472319824848596e-38,21.0,2.0
-2.7371265828382215e-38,21.0,3.0
1.3518060038633289e-38,21.0,4.0
-1.6537428030624722e-38,21.0,5.0
-3.383677566746599e-39,21.0,6.0
-8.221179869454767e-39,21.0,7.0
1.2386315346905993e-38,21.0,8.0
-1.2471456840299905e-38,21.0,9.0
-2.0980382139016058e-38,21.0,10.0
1.1329973124245552e-38,21.0,11.0
-3.08826451254812e-38,21.0,12.0
-9.906583189630654e-39,21.0,13.0
1.1365950061018627e-38,21.0,14.0
-2.1608100792602681e-38,21.0,15.0
-1.3209248889557707e-38,22.0,0.0
-1.402902951066469e-38,22.0,1.0
-2.6088192112895554e-38,22.0,2.0
-1.4756919984973573e-38,22.0,3.0
-1.2541163031109279e-38,22.0,4.0
-1.3037713141942777e-38,22.0,5.0
-1.290726626789878e-38,22.0,6.0
-1.3387812148971225e-38,22.0,7.0
-1.2953663260052575e-38,22.0,8.0
-1.2824474752029541e-38,22.0,9.0
-1.334908726590961e-38,22.0,10.0
-1.262110710849901e-38,22.0,11.0
-1.3021984967979196e-38,22.0,12.0
-1.4201455082804466e-38,22.0,13.0
-1.3329436857544382e-38,22.0,14.0
-1.2694961142762785e-38,22.0,15.0
1.3058662553984434e-38,23.0,0.0
1.0944992995843131e-38,23.0,1.0
1.2706140701911168e-38,23.0,2.0
1.902982932731602e-39,23.0,3.0
1.1443685692028582e-38,23.0,4.0
-1.8830243788340702e-38,23.0,5.0
1.2564309679142996e-38,23.0,6.0
2.9263601695381877e-38,23.0,7.0
-1.1540565862658143e-38,23.0,8.0
-1.2138076725249316e-38,23.0,9.0
1.1827023498630815e-38,23.0,10.0
-1.2343792945006057e-38,23.0,11.0
1.0245464802452182e-38,23.0,12.0
-1.0226295039460219e-38,23.0,13.0
1.22068790785492e-38,23.0,14.0
1.3637139579534683e-38,23.0,15.0
-1.35427663318578e-38,24.0,0.0
-1.3907189411788576e-38,24.0,1.0
1.497082959685122e-38,24.0,2.0
-1.3898948375519881e-38,24.0,3.0
-1.2700548119740048e-38,24.0,4.0
-1.3636904161392676e-38,24.0,5.0
-1.4856298670765025e-38,24.0,6.0
-1.292982717317441e-38,24.0,7.0
-1.3808654307672648e-38,24.0,8.0
-1.3722048457383517e-38,24.0,9.0
-1.4678330963198844e-38,24.0,10.0
1.1359518101067377e-38,24.0,11.0
-1.3241510984101857e-38,24.0,12.0
-1.4110653744913146e-38,24.0,13.0
-1.456649333276108e-38,24.0,14.0
-1.4411633036871616e-38,24.0,15.0
-1.367543706656468e-38,25.0,0.0
-1.4283656652020224e-38,25.0,1.0
1.0691929703573783e-38,25.0,2.0
-1.3809432028320348e-38,25.0,3.0
-1.274490342003132e-38,25.0,4.0
-1.2389080108776106e-38,25.0,5.0
-1.2667883852536636e-38,25.0,6.0
-1.2955194879274082e-38,25.0,7.0
-1.3273136889143204e-38,25.0,8.0
-1.4001586481539353e-38,25.0,9.0
-1.419483394756053e-38,25.0,10.0
1.1888696045344215e-38,25.0,11.0
-1.4285974399680217e-38,25.0,12.0
-1.4288430875888178e-38,25.0,13.0
-1.2864714438731093e-38,25.0,14.0
-1.438946169256907e-38,25.0,15.0
-1.178200958806131e-38,26.0,0.0
-1.1359824985431064e-38,26.0,1.0
-1.2853938453540435e-38,26.0,2.0
-7.079633094969519e-39,26.0,3.0
1.1751441663360527e-38,26.0,4.0
1.0973185719646882e-38,26.0,5.0
-9.829772415607154e-39,26.0,6.0
1.202394096533006e-38,26.0,7.0
-1.252872790853686e-38,26.0,8.0
-1.193939922767888e-38,26.0,9.0
-1.2154844662673427e-38,26.0,10.0
-1.261139050494738e-38,26.0,11.0
-1.2120400746420323e-38,26.0,12.0
-1.6078097808302154e-38,26.0,13.0
1.3517060912828225e-38,26.0,14.0
-1.3105238912341662e-38,26.0,15.0
1.1844615399551949e-40,27.0,0.0
-1.8766432860170743e-38,27.0,1.0
-6.224413635699762e-39,27.0,2.0
1.1166681215496246e-39,27.0,3.0
1.3368793726213409e-39,27.0,4.0
-4.379253882800059e-40,27.0,5.0
5.684102375123863e-39,27.0,6.0
-3.933439184165904e-39,27.0,7.0
1.935396507639746e-38,27.0,8.0
1.409339815562345e-38,27.0,9.0
-1.081810261730159e-38,27.0,10.0
-2.451731971880586e-38,27.0,11.0
4.56062394303762e-39,27.0,12.0
-7.369704679681685e-39,27.0,13.0
-8.390389461618917e-39,27.0,14.0
-8.567224920025923e-39,27.0,15.0
-1.2868646482221988e-38,28.0,0.0
-1.3626901692954326e-38,28.0,1.0
-1.1390849733431215e-38,28.0,2.0
-3.2755239499715453e-38,28.0,3.0
-1.0984970639731854e-38,28.0,4.0
-1.2580273271248584e-38,28.0,5.0
-1.2276316220053424e-38,28.0,6.0
-1.168361040989642e-38,28.0,7.0
-8.356641990702582e-39,28.0,8.0
1.2112899595740792e-38,28.0,9.0
1.1229656969781467e-38,28.0,10.0
9.06949653248926e-39,28.0,11.0
-2.5359315124467786e-38,28.0,12.0
1.296825217836466e-38,28.0,13.0
1.2468410417438463e-38,28.0,14.0
-1.4994486317525952e-38,28.0,15.0
-1.3678182210256292e-38,29.0,0.0
-1.3651114729119394e-38,29.0,1.0
1.2616540276803775e-38,29.0,2.0
-1.4219547247277363e-38,29.0,3.0
-1.3126345269811322e-38,29.0,4.0
-1.4046491090828641e-38,29.0,5.0
-1.4166461857553346e-38,29.0,6.0
-1.2759471318866442e-38,29.0,7.0
-1.3738767349361376e-38,29.0,8.0
-1.4171059517814796e-38,29.0,9.0
-1.2803703304892855e-38,29.0,10.0
1.1147877191403471e-38,29.0,11.0
-1.3263821056952373e-38,29.0,12.0
-1.2647545406625426e-38,29.0,13.0
-1.2855209431247578e-38,29.0,14.0
-1.3132281170106202e-38,29.0,15.0
-1.387978281642331e-38,30.0,0.0
-1.3168797606788043e-38,30.0,1.0
1.178057465843384e-38,30.0,2.0
-1.4332770761896344e-38,30.0,3.0
-1.3492201878071103e-38,30.0,4.0
-1.2947651689640622e-38,30.0,5.0
-1.2958403852757386e-38,30.0,6.0
-1.3646652994808984e-38,30.0,7.0
-1.2452292682501799e-38,30.0,8.0
-1.3610383186656865e-38,30.0,9.0
-1.3771839394417906e-38,30.0,10.0
3.443120647603258e-38,30.0,11.0
-1.2652648935632497e-38,30.0,12.0
-1.262735409705297e-38,30.0,13.0
-1.3610039868533105e-38,30.0,14.0
-1.2296607021816847e-38,30.0,15.0
-1.4368990123303748e-38,31.0,0.0
-1.248704348311859e-38,31.0,1.0
1.1958308349156478e-38,31.0,2.0
-1.3763606765939998e-38,31.0,3.0
-1.2869218211995433e-38,31.0,4.0
-1.2757651032161284e-38,31.0,5.0
-1.2711595956832784e-38,31.0,6.0
-1.3102694154330448e-38,31.0,7.0
-1.4514992811600215e-38,31.0,8.0
-1.3988499755181023e-38,31.0,9.0
-1.3950687117419682e-38,31.0,10.0
1.275123728909007e-38,31.0,11.0
-1.2560166039583987e-38,31.0,12.0
-1.3066258992959538e-38,31.0,13.0
-1.2883165335610858e-38,31.0,14.0
-1.2763645786991665e-38,31.0,15.0
